feature,importance_mean
answer__q_b5a29f481971_Alcohol_Fantasy_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Alcohol_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Alcohol_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Alcohol_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Alcohol_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Alcohol_Fantasy_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Alcohol_Fantasy_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Alcohol_Fantasy_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Alcohol_Illegal_or_Recreational_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Alcohol_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Alcohol_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Alcohol_Illegal_or_Recreational_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Alcohol_Medical_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Alcohol_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Alcohol_Tobacco,0.0
answer__q_b5a29f481971_Fantasy_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Fantasy_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Fantasy_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Fantasy_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Illegal_or_Recreational_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Illegal_or_Recreational_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Medical_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Tobacco,0.0
answer__q_b9b891f452f8_No,0.0
answer__q_b9b891f452f8_Yes,0.0
answer__q_bae124b0ebd8_No,0.0
answer__q_bae124b0ebd8_Yes,0.0
answer__q_bca3ec5dda43_No,0.0
answer__q_bca3ec5dda43_Yes,0.0
answer__q_bd07da3d536f_Often,0.0
answer__q_bd07da3d536f_Rarely,0.0
answer__q_bd5378991a14_No,0.0
answer__q_bd5378991a14_Yes,0.0
answer__q_c3e4fa94aaf4_Fantastical,0.0
answer__q_c3e4fa94aaf4_Realistic,0.0
answer__q_cc70c8c906bc_No,0.0
answer__q_cc70c8c906bc_Yes,0.0
answer__q_cdc64b3b4d46_No,0.0
answer__q_cdc64b3b4d46_Yes,0.0
answer__q_d2efcdb297ec_No,0.0
answer__q_d2efcdb297ec_Yes,0.0
answer__q_d46377cd7525_Implied_but_not_seen,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Often_depicted_from_a_close_up_perspective,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Often_depicted_from_a_close_up_perspective_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective_Rarely,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Often_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Often_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Often_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Often_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Rarely_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Referred_to,0.0
answer__q_d46377cd7525_Often_depicted_from_a_close_up_perspective,0.0
answer__q_d46377cd7525_Often_depicted_from_a_close_up_perspective_Often_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Often_depicted_from_a_close_up_perspective_Often_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_d46377cd7525_Often_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_d46377cd7525_Often_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Often_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_d46377cd7525_Often_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_d46377cd7525_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_d46377cd7525_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_d46377cd7525_Often_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_d46377cd7525_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_d46377cd7525_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_d46377cd7525_Rarely_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_d46377cd7525_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_d46377cd7525_Referred_to,0.0
answer__q_d6a91ad297c0_Often,0.0
answer__q_d6a91ad297c0_Rare,0.0
answer__q_d7e62c042b49_Often,0.0
answer__q_d7e62c042b49_Rarely,0.0
answer__q_e48c566abebb_No,0.0
answer__q_e48c566abebb_Yes,0.0
answer__q_e8892e310c69_Cash_Convertible_Rewards_Cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics,0.0
answer__q_e8892e310c69_Cash_Convertible_Rewards_Cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics_Issua,0.0
answer__q_e8892e310c69_Cash_Convertible_Rewards_Cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics_Issua_2,0.0
answer__q_e8892e310c69_Cash_Convertible_Rewards_Cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics_Purch,0.0
answer__q_e8892e310c69_Issuance_e_g_minting_of_transferable_digital_assets_e_g_NFTs,0.0
answer__q_e8892e310c69_Issuance_e_g_minting_of_transferable_digital_assets_e_g_NFTs_Purchases_of_digital_goods_Learn_more,0.0
answer__q_e8892e310c69_Purchases_of_digital_goods_Learn_more,0.0
answer__q_eda59c8a1481_Often,0.0
answer__q_eda59c8a1481_Rarely,0.0
answer__q_f48caccfa701_No,0.0
answer__q_f48caccfa701_Yes,0.0
answer__q_fdb2f701d9d4_No,0.0
answer__q_fdb2f701d9d4_Yes,0.0
answer__q_ff72a434448c_No,0.0
answer__q_ff72a434448c_Yes,0.0
answer__q_077c2b7ce4bb_No,0.0
answer__q_077c2b7ce4bb_Yes,0.0
answer__q_0d48c815fd70_No,0.0
answer__q_0d48c815fd70_Yes,0.0
answer__q_0fdfd05fcf6c_No,0.0
answer__q_0fdfd05fcf6c_Yes,0.0
answer__q_156f495d441a_No,0.0
answer__q_156f495d441a_Yes,0.0
answer__q_1f7530ab41d5_No,0.0
answer__q_1f7530ab41d5_Yes,0.0
answer__q_2a32e81256f9_No,0.0
answer__q_2a32e81256f9_Yes,0.0
answer__q_2ef22d101f0f_No,0.0
answer__q_2ef22d101f0f_Yes,0.0
answer__q_375f4ae8bd42_No,0.0
answer__q_375f4ae8bd42_Yes,0.0
answer__q_3e81d7ae3d48_No,0.0
answer__q_3e81d7ae3d48_Yes,0.0
answer__q_47e01086a856_Cash_Convertible_Rewards_Cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics,0.0
answer__q_47e01086a856_Cash_Convertible_Rewards_Cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics_Issua,0.0
answer__q_47e01086a856_Issuance_e_g_minting_of_transferable_digital_assets_e_g_NFTs,0.0
answer__q_498cc903ba4e_Horrifying_elements_Learn_more,0.0
answer__q_498cc903ba4e_Horrifying_elements_Learn_more_Scary_elements_Learn_more,0.0
answer__q_498cc903ba4e_Scary_elements_Learn_more,0.0
answer__q_4bacc7e2ec48_No,0.0
answer__q_4bacc7e2ec48_Yes,0.0
answer__q_4e285fcb8276_No,0.0
answer__q_4e285fcb8276_Yes,0.0
answer__q_507a4755324a_No,0.0
answer__q_507a4755324a_Yes,0.0
answer__q_5af3b0b0f6a2_No,0.0
answer__q_5af3b0b0f6a2_Yes,0.0
answer__q_5b8de61634dc_No,0.0
answer__q_5b8de61634dc_Yes,0.0
answer__q_5bb78bce43a4_No,0.0
answer__q_5bb78bce43a4_Yes,0.0
answer__q_5eeb91f6cf06_Often,0.0
answer__q_5eeb91f6cf06_Rare,0.0
answer__q_5f81c1b2ff38_No,0.0
answer__q_5f81c1b2ff38_Yes,0.0
answer__q_642810d6452b_No,0.0
answer__q_642810d6452b_Yes,0.0
answer__q_7e3c719bbc27_No,0.0
answer__q_7e3c719bbc27_Yes,0.0
answer__q_81f68ae1d6ed_Often,0.0
answer__q_81f68ae1d6ed_Rare,0.0
answer__q_8259a2e8d3cc_No,0.0
answer__q_8259a2e8d3cc_Yes,0.0
answer__q_871b0cf50d10_No,0.0
answer__q_871b0cf50d10_Yes,0.0
answer__q_89d9afb2922c_No,0.0
answer__q_89d9afb2922c_Yes,0.0
answer__q_8d336dde8f27_No,0.0
answer__q_8d336dde8f27_Yes,0.0
