feature,importance
answer__q_a8715c5ee8bf_Yes,0.0017631466570500554
answer__q_4e285fcb8276_No,0.0017630654935232373
answer__q_fba7766efb10_No,0.0017275059619558302
answer__q_5427a95baf9a_Yes,0.0017227803796614131
answer__q_cdc64b3b4d46_No,0.0017168997309636792
answer__q_4f55609f06a2_No,0.001683552146864185
answer__q_a8715c5ee8bf_No,0.001650529660959923
answer__q_b23d1d969526_Yes,0.0016501871379365949
answer__q_09670428687d_Yes,0.0016336556892426767
answer__q_5b8de61634dc_Yes,0.0016320183776708974
answer__q_eda59c8a1481_Often,0.0016216175396922125
answer__q_a4d0a299c5a1_No,0.0016177140104615757
answer__q_3116aa449503_No,0.0016058140341019557
answer__q_cadf78f7f22c_Yes,0.0015471122400393495
answer__q_07cc5d8fc5f2_Reference_Use,0.001526632621087374
answer__q_4f55609f06a2_Yes,0.0015255010235389343
answer__q_077c2b7ce4bb_No,0.0015088494535903732
answer__q_74094f46a402_Yes,0.0014904565331131797
answer__q_3441afd60687_No,0.0014812685541733305
answer__q_3116aa449503_Yes,0.0014733197218970906
answer__q_0d48c815fd70_Yes,0.0014650841270745765
answer__q_60e2a7e48c08_High,0.0014507964634952986
answer__q_2a611dd5cdf3_No,0.001445753202226203
answer__q_4bc85050df07_No,0.0014408132153851693
answer__q_e1a4860ee224_Often,0.0014111297781573041
answer__q_571d6ca06be6_Rarely,0.00140485976818111
answer__q_f5cfa9d035e8_Yes,0.0013891301815828361
answer__q_4b87e38cf355_No,0.0013657967178652458
answer__q_4e285fcb8276_Yes,0.0013460482431380224
answer__q_c3e4fa94aaf4_Fantastical,0.0013346816420821386
answer__q_7727cbeee44b_Yes,0.0013231424869538486
answer__q_b7e65fe49e89_No,0.001320493344875444
answer__q_4bacc7e2ec48_Yes,0.0013069086390835609
answer__q_642810d6452b_No,0.0012941345036730104
answer__q_4b87e38cf355_Yes,0.0012905667649825104
answer__q_0beb279c6f25_Rarely,0.001287270065519711
answer__q_fc3b6001bc0f_Rarely,0.0012763076923404297
answer__q_2a611dd5cdf3_Yes,0.0012183962081673367
answer__q_d3bf243f60df_No,0.001186286834816
answer__q_d6a91ad297c0_Often,0.001156482678514499
answer__q_5427a95baf9a_No,0.0011550711408959487
answer__q_4bacc7e2ec48_No,0.0011529629251989166
answer__q_077c2b7ce4bb_Yes,0.0011386810070227963
answer__q_89d9afb2922c_Yes,0.0011276041819206775
answer__q_6c9ee501b527_Yes,0.0011238277614120265
answer__q_9146217d2e6e_Act_of_human_defecation_visually_depicted_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting_Mucus_belching_flatu_2,0.0011140699638563303
answer__q_088ceefc9972_No,0.001110492754485839
answer__q_0cf988b907b0_Any_other_games_that_use_in_app_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay,0.0010911876421109896
answer__q_375f4ae8bd42_No,0.0010751767450369147
answer__q_e3fc3acc2c69_No,0.0010598384150680062
answer__q_946159baef71_Discriminatory_language_against_race_religion_sex_etc_Minor_profanities_e_g_go_to_hell,0.0010553994269459695
answer__q_606e325700bf_Fantastical,0.0010502292318084064
answer__q_fc3b6001bc0f_Often,0.001035436344324448
answer__q_12d7b1d2969c_No,0.0010267794128847108
answer__q_7e3c719bbc27_Yes,0.0010250638515380294
answer__q_323a8eac0485_Often,0.0010219790941791715
answer__q_3441afd60687_Yes,0.0010057804512793255
answer__q_37593604faab_No,0.0009613306898674434
answer__q_5bb78bce43a4_Yes,0.0009478742366140754
answer__q_d2efcdb297ec_Yes,0.0009287326394808084
answer__q_ba1ff35ebd9a_Graphic_Detail,0.0009244317103989822
answer__q_eb8144f44fff_No,0.000923014067633387
answer__q_f5e28775c7d4_Discriminatory_language_against_race_religion_sex_etc,0.0009133123777161573
answer__q_946159baef71_Discriminatory_language_against_race_religion_sex_etc_Moderate_swearing_or_other_language_or_gestures_that_could_be_considered_moderately_or_significantly_of_2,0.0009062283097262936
answer__q_cc70c8c906bc_No,0.0009051436430416341
answer__q_f773d3f19b25_No,0.0008972769249706319
answer__q_a99b97727a68_Yes,0.0008927552600630421
answer__q_b9b891f452f8_Yes,0.0008896019406964339
answer__q_47e01086a856_Cash_Convertible_Rewards_Cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics,0.0008860030228125765
answer__q_4f8b66a453da_Rarely,0.0008757966170353287
answer__q_a99b97727a68_No,0.0008641876353279205
answer__q_70a34d241d26_Realistic,0.0008594179630269107
answer__q_55327882e80f_No,0.0008448145681961993
answer__q_d7e62c042b49_Rarely,0.0008446411370819273
answer__q_eda59c8a1481_Rarely,0.0008444048774713771
answer__q_5cbb769d1fc8_Rarely,0.000829537367545314
answer__q_47263db9beef_Encourages_Glamorizes,0.0008290185857010821
answer__q_edeb592e74ee_Often,0.0008288454248255039
answer__q_e46f7dbcf100_Often,0.0008281556194305315
answer__q_48e460900d50_No,0.0008279258876376813
answer__q_81f68ae1d6ed_Rare,0.0008255077535564027
answer__q_d5ff540a9999_Alcohol_Illegal_or_Recreational_Drugs_Learn_more,0.0008231787179233861
answer__q_f5e28775c7d4_Discriminatory_language_against_race_religion_sex_etc_Minor_profanities_e_g_go_to_hell_Moderate_swearing_or_other_language_or_gestures_that_could_be_consider_2,0.0008226185562074928
answer__q_db0108c0bc2e_Rarely,0.0008147670427789427
answer__q_91b1d54ca250_No,0.0007982159724596764
answer__q_186ccba62849_No,0.0007979079006150871
answer__q_ba1ff35ebd9a_Limited_Detail,0.0007913643058368092
answer__q_47e01086a856_Issuance_e_g_minting_of_transferable_digital_assets_e_g_NFTs,0.0007701101238201773
answer__q_a6253f0e3e6b_Playable_bingo_games,0.0007570679098849473
answer__q_5fa8a4813a6d_No,0.0007567128635408205
answer__q_fb45c3c7aa4e_No,0.0007530555768384009
answer__q_b5a29f481971_Fantasy_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0007526014444733223
answer__q_99cec7a673ee_Reference_Use,0.0007522368107857287
answer__q_946159baef71_Minor_profanities_e_g_go_to_hell,0.000742809023476845
answer__q_7727cbeee44b_No,0.0007403775936080466
answer__q_571d6ca06be6_Often,0.0007251659066002514
answer__q_8c3a01a0db0a_Moderate,0.0007248142122874224
answer__q_b2b2aeef52b9_Disturbing_or_gory_images_without_a_violent_act_shown_Violence_against_anything_other_than_humans_e_g_animals_fantasy_creatures_robots_vehicles_Learn_more_Vi,0.0006972792380721193
answer__q_8c3a01a0db0a_None,0.000693656381797721
answer__q_f773d3f19b25_Yes,0.0006906259005416954
answer__q_f5e28775c7d4_Discriminatory_language_against_race_religion_sex_etc_Minor_profanities_e_g_go_to_hell_Sexual_expletives_Learn_more,0.0006845430952503763
answer__q_bae124b0ebd8_No,0.0006752549917155178
answer__q_ff72a434448c_Yes,0.0006699129391230329
answer__q_b2b2aeef52b9_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery_Disturbing_or_gory_i_3,0.0006657217768781324
answer__q_2ef22d101f0f_No,0.0006638374772562496
answer__q_6d8c1eced276_Reference,0.00066311326290297
answer__q_8df7505e13e7_Unrealistic,0.0006613176438910483
answer__q_1648e15447c2_Large_or_frequent,0.0006582620063645455
answer__q_5fa8a4813a6d_Yes,0.0006353629281280415
answer__q_47e01086a856_Cash_Convertible_Rewards_Cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics_Issua,0.0006317003281922464
answer__q_498cc903ba4e_Scary_elements_Learn_more,0.0006292792648815358
answer__q_b2b2aeef52b9_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery_Violence_against_any_2,0.0006286520080358708
answer__q_bd07da3d536f_Often,0.0006218895127439838
answer__q_297e91b3d442_Nudity_or_Revealing_Outfits_Sexual_Activity_Includes_both_moving_and_still_images_of_sexual_activity,0.0006118548998681962
answer__q_8c3a01a0db0a_High,0.0006099087217392361
answer__q_1790c1a1258b_Yes,0.0006047344315173393
answer__q_fc2c78fd7069_Act_of_human_defecation_visually_depicted,0.000602577721017683
answer__q_297605efc821_No,0.0006003670395035934
answer__q_50096b4eb0f4_Rarely,0.0005995557572703222
answer__q_c3e4fa94aaf4_Realistic,0.0005939125841220645
answer__q_cd2a6148faca_Nudity,0.0005864900265471784
answer__q_bd07da3d536f_Rarely,0.0005851054355205054
answer__q_5bb78bce43a4_No,0.0005793702322629894
answer__q_5878d1fe838a_No,0.0005790083055302493
answer__q_b5a29f481971_Fantasy_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0005713693711584792
answer__q_c65d3403d8b8_No,0.000565723152587687
answer__q_3cb59da3a559_Shown_with_Partial_Nudity_Breasts_Buttocks,0.0005558492881367244
answer__q_ba1ff35ebd9a_Moderate_Detail,0.0005519711564694788
answer__q_c9a6ea9fad32_No,0.0005398361884159391
answer__q_311fb1823e38_Use,0.0005373273410621318
answer__q_e8892e310c69_Cash_Convertible_Rewards_Cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics_Issua_2,0.0005364131522612249
answer__q_47cfbfaa2128_Rarely,0.0005298240260985594
answer__q_c1f9ab14fc34_Rarely,0.0005263122711781065
answer__q_b2b2aeef52b9_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery,0.0005251540874829381
answer__q_60e2a7e48c08_Moderate,0.0005242730104007242
answer__q_a25499512447_Yes,0.0005207728172969131
answer__q_262cab9814d0_Rarely,0.0005162004593175051
answer__q_cc70c8c906bc_Yes,0.0005156232728241964
answer__q_d220e4d74328_Yes,0.0005121262260639296
answer__q_56658aa840a5_Depictions_of_or_References_to_Sexual_Violence_Sexual_Activity_Includes_both_moving_and_still_images_of_sexual_activity,0.0004992361671786393
answer__q_fc2c78fd7069_Mucus_belching_flatulence_sounds,0.0004944233676100789
answer__q_f178f51194bf_No,0.00048627857860268067
answer__q_d220e4d74328_No,0.00048331513015708216
answer__q_ff72a434448c_No,0.000475451838301109
answer__q_d7e62c042b49_Often,0.0004698925389678423
answer__q_9146217d2e6e_Act_of_human_defecation_visually_depicted_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting_Urination_urine_real,0.00046666048666045947
answer__q_de1a1aa77b7a_No,0.00046400471414605285
answer__q_fc2c78fd7069_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting,0.00046372088266984264
answer__q_e48c566abebb_No,0.00046334742096486265
answer__q_cd2a6148faca_Nudity_Revealing_Outfits,0.00046251860495923834
answer__q_297605efc821_Yes,0.0004617846965356585
answer__q_5878d1fe838a_Yes_with_penalties,0.0004607660688404368
answer__q_d1e129084632_No,0.00045857892972817456
answer__q_e3591aef7dfb_Yes,0.0004529134855125089
answer__q_9e7cbd57e183_Yes,0.0004506121204297703
answer__q_19bccb6df9df_Yes_it_has_a_pixelated_style,0.0004493558369291308
answer__q_946159baef71_Minor_profanities_e_g_go_to_hell_Moderate_swearing_or_other_language_or_gestures_that_could_be_considered_moderately_or_significantly_offensive_Learn_more_Se,0.0004474289082290335
answer__q_6d8c1eced276_Reference_Use,0.00044011512185726623
answer__q_d03579032af9_No,0.00043949225603788
answer__q_9146217d2e6e_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting_Urination_urine_realistically_depicted_feces,0.0004286866289283531
answer__q_e48c566abebb_Yes,0.00042630733636482527
answer__q_b2b2aeef52b9_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery_Violence_or_implied,0.00042260792121749045
answer__q_b9b891f452f8_No,0.0004047299933032528
answer__q_0cf988b907b0_Any_other_games_that_use_in_app_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay_Gambling_themes_Learn_more,0.0004000868225329833
answer__q_7e080cc1316c_Rarely,0.00039630591521362543
answer__q_c177a0bc080e_No,0.00038621175630837375
answer__q_e0669851c326_Visually_depicted,0.00038492242334646346
answer__q_86690295e0c8_Reference_Use,0.00038024420714673457
answer__q_506c9723d214_Visually_depicted,0.00037510066598538713
answer__q_d1e3d66e3548_Yes,0.0003712895615538633
answer__q_7dbd7f3e394c_Often_depicted_from_a_close_up_perspective_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective_Referred_to,0.0003689682501019157
answer__q_99cec7a673ee_Use,0.00036814912250519676
answer__q_7dbd7f3e394c_Often_depicted_from_a_close_up_perspective,0.0003632182181956278
answer__q_2bbfd1bf47f4_Prolonged,0.0003611161234180309
answer__q_19bccb6df9df_No,0.0003540429119245942
answer__q_6d716b4485ae_Often,0.0003523204455024252
answer__q_e3591aef7dfb_No,0.00035145908034408705
answer__q_e1a4860ee224_Rarely,0.00034916696101405185
answer__q_0ce68b31ce40_Yes,0.0003473990128992242
answer__q_2a4c4852adcf_Rarely,0.0003377924689944771
answer__q_d46377cd7525_Implied_but_not_seen_Often_depicted_from_a_distant_perspective,0.0003280200382132747
answer__q_946159baef71_Discriminatory_language_against_race_religion_sex_etc,0.00032622091567255
answer__q_b2b2aeef52b9_Disturbing_or_gory_images_without_a_violent_act_shown,0.00031709242794547836
answer__q_bae124b0ebd8_Yes,0.00031605756014020826
answer__q_9146217d2e6e_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting_Mucus_belching_flatulence_sounds,0.00031583932723128455
answer__q_9146217d2e6e_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting,0.00030631811505997617
answer__q_2ef22d101f0f_Yes,0.000305596548636883
answer__q_6d8c1eced276_Use,0.00030315506622278924
answer__q_60e2a7e48c08_None,0.00030270518626905705
answer__q_f74a19ddc14e_Brief,0.0002998185167020638
answer__q_cdc64b3b4d46_Yes,0.00029865612123958126
answer__q_297e91b3d442_Nudity_or_Revealing_Outfits_Suggestive_Sexual_Themes_or_References,0.00029391750325552594
answer__q_a6253f0e3e6b_Any_other_games_that_use_in_game_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay_Playable_bingo_games,0.00029267214045252776
answer__q_d03579032af9_Yes,0.0002916840332492243
answer__q_b5bf5786fea1_Rarely,0.00027418730823734863
answer__q_7dbd7f3e394c_Often_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0002712212544921963
answer__q_088ceefc9972_Yes,0.0002708049828337058
answer__q_d46377cd7525_Implied_but_not_seen_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0002585021040075389
answer__q_da8b2508f70d_Reference_Use,0.0002577557989967382
answer__q_11782ad02d56_Obscured_Innuendo_Sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view_Shown_with_No_Nudity_Characters_are_depicted_in_a_sexual_act_but_no_n_2,0.0002571604175186953
answer__q_c9a6ea9fad32_Yes,0.0002558419990578841
answer__q_3379a9b4dd9a_Female_Fantasy_Creatures_Breasts_e_g_harpies_Female_Human_Breasts_with_Nipples_Genitalia_Human_Buttocks,0.00025469027195190275
answer__q_9146217d2e6e_Act_of_human_defecation_visually_depicted_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting,0.00025367565735397835
answer__q_d5ff540a9999_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0002491184918353415
answer__q_3d60db1bc20c_Overtly_sexual_situations_or_visually_depicted_innuendo_Learn_more_References_to_sexual_activity_without_descriptive_detail_Learn_more,0.0002477989171263408
answer__q_3d555173e6d5_Rarely,0.0002444947609360895
answer__q_4f8b66a453da_Often,0.00023665595825978985
answer__q_91b1d54ca250_Yes,0.0002337452370907095
answer__q_b2b2aeef52b9_Disturbing_or_gory_images_without_a_violent_act_shown_Violence_or_implied_violence_against_humans_Learn_more,0.0002336768404158479
answer__q_a6253f0e3e6b_Any_other_games_that_use_in_game_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay,0.0002316353781922959
answer__q_60e2a7e48c08_Mild_Limited,0.00022864817524759839
answer__q_cd2a6148faca_Revealing_Outfits,0.00022781488946941635
answer__q_e3fc3acc2c69_Yes,0.00022670387140002885
answer__q_3379a9b4dd9a_Female_Fantasy_Creatures_Breasts_e_g_harpies_Nipple_less_Breasts_or_Breasts_with_Minimal_Coverage_e_g_pasties_long_hair,0.00022637530384890812
answer__q_7dbd7f3e394c_Often_depicted_from_a_close_up_perspective_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_dista_2,0.0002246579936625337
answer__q_e5948a02abe2_Disturbing_or_gory_images_without_a_violent_act_shown_Violence_against_anything_other_than_humans_e_g_animals_fantasy_creatures_robots_vehicles_Learn_more,0.00022349171800719963
answer__q_2bbfd1bf47f4_Brief,0.00021923395771071395
answer__q_498cc903ba4e_Horrifying_elements_Learn_more_Scary_elements_Learn_more,0.00021853245071117692
answer__q_d46377cd7525_Often_depicted_from_a_distant_perspective_Referred_to,0.00021734494789168234
answer__q_d46377cd7525_Referred_to,0.00021213066088244313
answer__q_c1f9ab14fc34_Often,0.00021055326842342125
answer__q_4ee5d1a1aaf6_No,0.00019935553520206422
answer__q_c177a0bc080e_Yes,0.00019249038673282303
answer__q_588070d49e7f_Graphic_Detail,0.0001923023498322625
answer__q_9146217d2e6e_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting_Mucus_belching_flatulence_sounds_Urination_urine_realistically,0.00018826693988336523
answer__q_3d60db1bc20c_References_to_sexual_activity_without_descriptive_detail_Learn_more,0.00018789371600777077
answer__q_de1a1aa77b7a_Yes,0.00018476591152989707
answer__q_69b2c415552c_Reference,0.000179428751945603
answer__q_2499ac316d93_Rarely,0.00017900453986083306
answer__q_4f004817384e_No,0.00017416673567650193
answer__q_ef7e523ad5c3_No,0.00017383466820429112
answer__q_12d7b1d2969c_Yes,0.0001722866733375297
answer__q_8c3a01a0db0a_Mild_Limited,0.0001719407494735428
answer__q_edeb592e74ee_Rarely,0.000166743759444119
answer__q_506c9723d214_Referred_to_only,0.00016574220703445997
answer__q_c00eeeb994c1_Rarely,0.00016446282990209432
answer__q_d1e129084632_Yes,0.0001571789098350454
answer__q_6c0ba9cd3485_No,0.00015697672126016736
answer__q_3d555173e6d5_Often,0.00015092625177622263
answer__q_b2b2aeef52b9_Violence_against_anything_other_than_humans_e_g_animals_fantasy_creatures_robots_vehicles_Learn_more,0.0001486209775480418
answer__q_ffd81a32312e_Realistic,0.00014477373648946154
answer__q_4f082bfa2fb0_No,0.0001445064897595921
answer__q_9c25a1c38e03_Often_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0001438872849406479
answer__q_563320a2a045_No,0.00014187392247584123
answer__q_ffd81a32312e_Fantastical,0.00014016076090169003
